sample_id,run_id,medium,medium_id,sequence,phase,phase_name,phase_id,voltage,voltage_class,frame,time_ms,time_s,drive_freq_hz,cycle_phase_rad,sin_phase,cos_phase,v_applied,v_abs,angle_deg,angle_rad,delta_angle,direction,direction_id,amp_deg_model,tau_stim_s_model,tau_relax_s_model,noise_std_deg_model,img_relpath,img_filename,img_path,split
ACETONE(1%)__seq787__2.500V__R__f13,ACETONE(1%)__seq787__2.500V__R,ACETONE(1%),0,787,R,Relaxation,0,2.5,1,13,6000,6.0,0.22,8.293804605477053,0.90482705246602,-0.4257792915650717,0.0,0.0,2.6118540137487276,0.045585452121344544,-0.2793720107383524,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__R/f13.png,f13.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__R/f13.png,train
ACETONE(1%)__seq787__2.500V__R__f14,ACETONE(1%)__seq787__2.500V__R,ACETONE(1%),0,787,R,Relaxation,0,2.5,1,14,6500,6.5,0.22,8.984954989266807,0.42577929156507394,-0.9048270524660189,0.0,0.0,2.326588791898637,0.04060663475862839,-0.2852652218500906,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__R/f14.png,f14.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__R/f14.png,train
ACETONE(1%)__seq787__2.500V__R__f15,ACETONE(1%)__seq787__2.500V__R,ACETONE(1%),0,787,R,Relaxation,0,2.5,1,15,7000,7.0,0.22,9.676105373056563,-0.24868988716485477,-0.9685831611286311,0.0,0.0,1.7299534463481427,0.030193383544998165,-0.5966353455504942,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__R/f15.png,f15.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__R/f15.png,train
ACETONE(1%)__seq787__2.500V__R__f16,ACETONE(1%)__seq787__2.500V__R,ACETONE(1%),0,787,R,Relaxation,0,2.5,1,16,7500,7.5,0.22,10.367255756846317,-0.8090169943749472,-0.5877852522924735,0.0,0.0,1.2310768423861598,0.021486344244693773,-0.49887660396198297,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__R/f16.png,f16.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__R/f16.png,train
ACETONE(1%)__seq787__2.500V__R__f17,ACETONE(1%)__seq787__2.500V__R,ACETONE(1%),0,787,R,Relaxation,0,2.5,1,17,8000,8.0,0.22,11.058406140636071,-0.9980267284282716,0.0627905195293126,0.0,0.0,1.0530219226657225,0.01837869964619796,-0.1780549197204373,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__R/f17.png,f17.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__R/f17.png,train
ACETONE(1%)__seq787__2.500V__R__f18,ACETONE(1%)__seq787__2.500V__R,ACETONE(1%),0,787,R,Relaxation,0,2.5,1,18,8500,8.5,0.22,11.749556524425826,-0.7289686274214123,0.6845471059286878,0.0,0.0,0.9348429357507022,0.01631608721785956,-0.11817898691502027,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__R/f18.png,f18.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__R/f18.png,train
ACETONE(1%)__seq787__2.500V__R__f19,ACETONE(1%)__seq787__2.500V__R,ACETONE(1%),0,787,R,Relaxation,0,2.5,1,19,9000,9.0,0.22,12.44070690821558,-0.12533323356430578,0.9921147013144777,0.0,0.0,0.79457336571711,0.013867921380416605,-0.1402695700335922,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__R/f19.png,f19.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__R/f19.png,train
ACETONE(1%)__seq787__2.500V__R__f20,ACETONE(1%)__seq787__2.500V__R,ACETONE(1%),0,787,R,Relaxation,0,2.5,1,20,9500,9.5,0.22,13.131857292005336,0.5358267949789964,0.8443279255020152,0.0,0.0,0.7667408820699813,0.013382152901766729,-0.02783248364712876,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__R/f20.png,f20.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__R/f20.png,train
ACETONE(1%)__seq787__2.500V__S__f01,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,1,0,0.0,0.22,0.0,0.0,1.0,0.0,0.0,31.301521112792692,0.5463146043007518,0.0,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f01.png,f01.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f01.png,train
ACETONE(1%)__seq787__2.500V__S__f02,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,2,500,0.5,0.22,0.6911503837897545,0.6374239897486896,0.7705132427757893,1.5935599743717241,1.5935599743717241,33.51084252154471,0.584874537118274,2.209321408752018,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f02.png,f02.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f02.png,train
ACETONE(1%)__seq787__2.500V__S__f03,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,3,1000,1.0,0.22,1.382300767579509,0.9822872507286886,0.18738131458572474,2.4557181268217216,2.4557181268217216,31.928896161160264,0.5572643645396246,-1.5819463603844461,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f03.png,f03.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f03.png,train
ACETONE(1%)__seq787__2.500V__S__f04,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,4,1500,1.5,0.22,2.0734511513692633,0.8763066800438637,-0.48175367410171505,2.190766700109659,2.190766700109659,26.12179066556459,0.455911253630823,-5.807105495595675,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f04.png,f04.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f04.png,train
ACETONE(1%)__seq787__2.500V__S__f05,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,5,2000,2.0,0.22,2.764601535159018,0.36812455268467814,-0.9297764858882513,0.9203113817116954,0.9203113817116954,16.155848616628948,0.28197275181394627,-9.965942048935641,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f05.png,f05.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f05.png,train
ACETONE(1%)__seq787__2.500V__S__f06,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,6,2500,2.5,0.22,3.4557519189487724,-0.3090169943749473,-0.9510565162951536,-0.7725424859373682,0.7725424859373682,3.4532137943903263,0.06026995048739769,-12.702634822238622,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f06.png,f06.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f06.png,train
ACETONE(1%)__seq787__2.500V__S__f07,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,7,3000,3.0,0.22,4.146902302738527,-0.8443279255020149,-0.5358267949789971,-2.110819813755037,2.110819813755037,-9.649552538382027,-0.16841646313894287,-13.102766332772353,neg,0,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f07.png,f07.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f07.png,train
ACETONE(1%)__seq787__2.500V__S__f08,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,8,3500,3.5,0.22,4.838052686528282,-0.9921147013144779,0.12533323356430423,-2.4802867532861947,2.4802867532861947,-15.447250118599063,-0.26960537494863823,-5.7976975802170365,neg,0,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f08.png,f08.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f08.png,train
ACETONE(1%)__seq787__2.500V__S__f09,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,9,4000,4.0,0.22,5.529203070318036,-0.684547105928689,0.7289686274214112,-1.7113677648217225,1.7113677648217225,-10.21274935852842,-0.17824610198725976,5.2345007600706435,neg,0,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f09.png,f09.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f09.png,train
ACETONE(1%)__seq787__2.500V__S__f10,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,10,4500,4.5,0.22,6.22035345410779,-0.06279051952931415,0.9980267284282716,-0.15697629882328537,0.15697629882328537,3.172818032576878,0.055376121235115226,13.385567391105297,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f10.png,f10.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f10.png,train
ACETONE(1%)__seq787__2.500V__S__f11,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,11,5000,5.0,0.22,6.911503837897545,0.5877852522924729,0.8090169943749476,1.4694631307311823,1.4694631307311823,14.067325323725184,0.24552114384818166,10.894507291148306,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f11.png,f11.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f11.png,train
ACETONE(1%)__seq787__2.500V__S__f12,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,12,5500,5.5,0.22,7.602654221687299,0.968583161128631,0.2486898871648554,2.4214579028215772,2.4214579028215772,18.08864443827957,0.3157064026705387,4.021319114554386,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f12.png,f12.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f12.png,train
ACETONE(1%)__seq787__2.500V__S__f13,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,13,6000,6.0,0.22,8.293804605477053,0.90482705246602,-0.4257792915650717,2.26206763116505,2.26206763116505,14.56050902610116,0.25412882327181824,-3.5281354121784094,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f13.png,f13.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f13.png,train
ACETONE(1%)__seq787__2.500V__S__f14,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,14,6500,6.5,0.22,8.984954989266807,0.42577929156507394,-0.9048270524660189,1.0644482289126849,1.0644482289126849,6.442764961060028,0.11244746150262175,-8.117744065041132,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f14.png,f14.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f14.png,train
ACETONE(1%)__seq787__2.500V__S__f15,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,15,7000,7.0,0.22,9.676105373056563,-0.24868988716485477,-0.9685831611286311,-0.6217247179121369,0.6217247179121369,-4.9696830952433455,-0.08673733279269932,-11.412448056303374,neg,0,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f15.png,f15.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f15.png,train
ACETONE(1%)__seq787__2.500V__S__f16,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,16,7500,7.5,0.22,10.367255756846317,-0.8090169943749472,-0.5877852522924735,-2.022542485937368,2.022542485937368,-14.89865955100521,-0.26003066329874097,-9.928976455761864,neg,0,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f16.png,f16.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f16.png,train
ACETONE(1%)__seq787__2.500V__S__f17,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,17,8000,8.0,0.22,11.058406140636071,-0.9980267284282716,0.0627905195293126,-2.495066821070679,2.495066821070679,-18.60718815904998,-0.32475669791352446,-3.7085286080447695,neg,0,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f17.png,f17.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f17.png,train
ACETONE(1%)__seq787__2.500V__S__f18,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,18,8500,8.5,0.22,11.749556524425826,-0.7289686274214123,0.6845471059286878,-1.8224215685535308,1.8224215685535308,-11.865106556929584,-0.20708517551838926,6.742081602120395,neg,0,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f18.png,f18.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f18.png,train
ACETONE(1%)__seq787__2.500V__S__f19,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,19,9000,9.0,0.22,12.44070690821558,-0.12533323356430578,0.9921147013144777,-0.3133330839107645,0.3133330839107645,0.7841534200364266,0.013686059020409718,12.649259976966011,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f19.png,f19.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f19.png,train
ACETONE(1%)__seq787__2.500V__S__f20,ACETONE(1%)__seq787__2.500V__S,ACETONE(1%),0,787,S,Stimulus,1,2.5,1,20,9500,9.5,0.22,13.131857292005336,0.5358267949789964,0.8443279255020152,1.3395669874474911,1.3395669874474911,11.798335094358364,0.2059197936501493,11.014181674321938,pos,2,36.08288702223732,1.3,2.896,2.662872580823646,ACETONE(1%)__seq787__2.500V__S/f20.png,f20.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq787__2.500V__S/f20.png,train
ACETONE(1%)__seq788__2.100V__R__f01,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,1,0,0.0,0.22,0.0,0.0,1.0,0.0,0.0,11.111312392176199,0.1939289854611221,0.0,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f01.png,f01.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f01.png,test
ACETONE(1%)__seq788__2.100V__R__f02,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,2,500,0.5,0.22,0.6911503837897545,0.6374239897486896,0.7705132427757893,0.0,0.0,10.004901404076406,0.1746184708385369,-1.1064109880997925,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f02.png,f02.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f02.png,test
ACETONE(1%)__seq788__2.100V__R__f03,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,3,1000,1.0,0.22,1.382300767579509,0.9822872507286886,0.18738131458572474,0.0,0.0,8.666683200260152,0.15126215707181873,-1.338218203816254,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f03.png,f03.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f03.png,test
ACETONE(1%)__seq788__2.100V__R__f04,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,4,1500,1.5,0.22,2.0734511513692633,0.8763066800438637,-0.48175367410171505,0.0,0.0,7.368594143172471,0.12860622904153007,-1.2980890570876813,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f04.png,f04.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f04.png,test
ACETONE(1%)__seq788__2.100V__R__f05,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,5,2000,2.0,0.22,2.764601535159018,0.36812455268467814,-0.9297764858882513,0.0,0.0,5.842784803205091,0.10197583230141777,-1.5258093399673802,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f05.png,f05.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f05.png,test
ACETONE(1%)__seq788__2.100V__R__f06,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,6,2500,2.5,0.22,3.4557519189487724,-0.3090169943749473,-0.9510565162951536,0.0,0.0,4.272997392116022,0.07457787342155577,-1.5697874110890693,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f06.png,f06.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f06.png,test
ACETONE(1%)__seq788__2.100V__R__f07,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,7,3000,3.0,0.22,4.146902302738527,-0.8443279255020149,-0.5358267949789971,0.0,0.0,3.364374855498729,0.05871941849976127,-0.9086225366172926,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f07.png,f07.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f07.png,test
ACETONE(1%)__seq788__2.100V__R__f08,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,8,3500,3.5,0.22,4.838052686528282,-0.9921147013144779,0.12533323356430423,0.0,0.0,2.9639324737258694,0.05173038047329675,-0.4004423817728595,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f08.png,f08.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f08.png,test
ACETONE(1%)__seq788__2.100V__R__f09,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,9,4000,4.0,0.22,5.529203070318036,-0.684547105928689,0.7289686274214112,0.0,0.0,2.4257589956509737,0.0423374813339803,-0.5381734780748957,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f09.png,f09.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f09.png,test
ACETONE(1%)__seq788__2.100V__R__f10,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,10,4500,4.5,0.22,6.22035345410779,-0.06279051952931415,0.9980267284282716,0.0,0.0,1.7962155990181345,0.031349876278548676,-0.6295433966328392,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f10.png,f10.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f10.png,test
ACETONE(1%)__seq788__2.100V__R__f11,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,11,5000,5.0,0.22,6.911503837897545,0.5877852522924729,0.8090169943749476,0.0,0.0,1.450578619191319,0.025317372963921524,-0.3456369798268155,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f11.png,f11.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f11.png,test
ACETONE(1%)__seq788__2.100V__R__f12,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,12,5500,5.5,0.22,7.602654221687299,0.968583161128631,0.2486898871648554,0.0,0.0,1.2366603437892092,0.021583794727966708,-0.21391827540210984,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f12.png,f12.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f12.png,test
ACETONE(1%)__seq788__2.100V__R__f13,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,13,6000,6.0,0.22,8.293804605477053,0.90482705246602,-0.4257792915650717,0.0,0.0,1.0032163063259818,0.0175094276550844,-0.2334440374632274,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f13.png,f13.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f13.png,test
ACETONE(1%)__seq788__2.100V__R__f14,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,14,6500,6.5,0.22,8.984954989266807,0.42577929156507394,-0.9048270524660189,0.0,0.0,0.9274589049173978,0.016187211567749618,-0.075757401408584,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f14.png,f14.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f14.png,test
ACETONE(1%)__seq788__2.100V__R__f15,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,15,7000,7.0,0.22,9.676105373056563,-0.24868988716485477,-0.9685831611286311,0.0,0.0,0.6865574899873337,0.011982688704506975,-0.24090141493006412,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f15.png,f15.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f15.png,test
ACETONE(1%)__seq788__2.100V__R__f16,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,16,7500,7.5,0.22,10.367255756846317,-0.8090169943749472,-0.5877852522924735,0.0,0.0,0.7412734296338003,0.01293766200466032,0.054715939646466594,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f16.png,f16.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f16.png,test
ACETONE(1%)__seq788__2.100V__R__f17,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,17,8000,8.0,0.22,11.058406140636071,-0.9980267284282716,0.0627905195293126,0.0,0.0,0.3666632720774785,0.006399481343887789,-0.37461015755632177,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f17.png,f17.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f17.png,test
ACETONE(1%)__seq788__2.100V__R__f18,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,18,8500,8.5,0.22,11.749556524425826,-0.7289686274214123,0.6845471059286878,0.0,0.0,0.6536338741368207,0.01140806320625373,0.2869706020593422,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f18.png,f18.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f18.png,test
ACETONE(1%)__seq788__2.100V__R__f19,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,19,9000,9.0,0.22,12.44070690821558,-0.12533323356430578,0.9921147013144777,0.0,0.0,0.39058337112212105,0.006816965829619951,-0.2630505030146997,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f19.png,f19.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f19.png,test
ACETONE(1%)__seq788__2.100V__R__f20,ACETONE(1%)__seq788__2.100V__R,ACETONE(1%),0,788,R,Relaxation,0,2.1,0,20,9500,9.5,0.22,13.131857292005336,0.5358267949789964,0.8443279255020152,0.0,0.0,0.13299206109431141,0.002321149345109187,-0.25759131002780966,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__R/f20.png,f20.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__R/f20.png,test
ACETONE(1%)__seq788__2.100V__S__f01,ACETONE(1%)__seq788__2.100V__S,ACETONE(1%),0,788,S,Stimulus,1,2.1,0,1,0,0.0,0.22,0.0,0.0,1.0,0.0,0.0,29.997500286738724,0.5235551473715339,0.0,pos,2,30.9453620320438,1.3,2.896,2.578505209939763,ACETONE(1%)__seq788__2.100V__S/f01.png,f01.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/ACETONE(1%)__seq788__2.100V__S/f01.png,train
